735 1.000 1.0000 0.0000 0.0000 0.000 0.0004 0.0000 0.0000
740 1.000 1.0000 0.0000 0.0000 0.000 0.0003 0.0000 0.0000
745 1.000 1.0000 0.0000 0.0000 0.000 0.0002 0.0000 0.0000
750 1.000 1.0000 0.0000 0.0000 0.000 0.0001 0.0000 0.0000
755 1.000 1.0000 0.0000 0.0000 0.000 0.0001 0.0000 0.0000
760 1.000 1.0000 0.0000 0.0000 0.000 0.0001 0.0000 0.0000
765 1.000 1.0000 0.0000 0.0000 0.000 0.0000 0.0000 0.0000
770 1.000 1.0000 0.0000 0.0000 0.000 0.0000 0.0000 0.0000
775 1.000 1.0000 0.0000 0.0000 0.000 0.0000 0.0000 0.0000
780 1.000 1.0000 0.0000 0.0000 0.000 0.0000 0.0000 0.0000
